page,university,institution,code,license,bacType,score
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10101,الإجازة في العربية,آداب,99.8685
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10101,الإجازة في العربية,علوم تجريبية,122.105
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10101,الإجازة في العربية,إقتصاد وتصرف,92.3517
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10101,الإجازة في العربية,علوم الإعلامية,117.4165
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,آداب,104.785
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,رياضيات,136.07
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,علوم تجريبية,124.25
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,إقتصاد وتصرف,81.2024
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,العلوم التقنية,127.633
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,علوم الإعلامية,131.5298
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10102,الإجازة في الإنقليزية,رياضة,147.625
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,آداب,68.2249
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,علوم تجريبية,122.0512
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,إقتصاد وتصرف,82.26
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,العلوم التقنية,100.7692
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,علوم الإعلامية,120.485
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10103,الإجازة في الفرنسية,رياضة,113.6502
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10120,الإجازة في عـلــم الاجتماع,آداب,109.8569
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10120,الإجازة في عـلــم الاجتماع,رياضيات,107.4029
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10120,الإجازة في عـلــم الاجتماع,علوم تجريبية,98.9185
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10120,الإجازة في عـلــم الاجتماع,إقتصاد وتصرف,86.0208
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10120,الإجازة في عـلــم الاجتماع,العلوم التقنية,125.6501
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,آداب,123.985
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,رياضيات,159.315
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,علوم تجريبية,127.165
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,إقتصاد وتصرف,122.28
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,العلوم التقنية,126.165
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,علوم الإعلامية,130.54
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10121,الإجازة في علم النـفـــس,رياضة,187.575
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,آداب,95.3584
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,علوم تجريبية,94.6684
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,إقتصاد وتصرف,81.4523
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,العلوم التقنية,88.1395
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,علوم الإعلامية,127.5708
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10122,الإجازة في الفـلســفــة,رياضة,114.95
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10123,الإجازة في التاريخ,آداب,88.17
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10123,الإجازة في التاريخ,علوم تجريبية,110.0656
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10123,الإجازة في التاريخ,إقتصاد وتصرف,78.9466
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10123,الإجازة في التاريخ,العلوم التقنية,105.19
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10123,الإجازة في التاريخ,علوم الإعلامية,112.4891
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10124,الإجازة في الجغرافيا,آداب,91.9367
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10124,الإجازة في الجغرافيا,علوم تجريبية,103.7686
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10124,الإجازة في الجغرافيا,إقتصاد وتصرف,79.5224
1,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10124,الإجازة في الجغرافيا,العلوم التقنية,88.6565
2,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10164,الاجازة في الجيوماتيك والتهيئة,علوم تجريبية,89.0233
2,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10164,الاجازة في الجيوماتيك والتهيئة,العلوم التقنية,72.3251
2,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,10164,الاجازة في الجيوماتيك والتهيئة,علوم الإعلامية,78.2282
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,آداب,105.5382
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,علوم تجريبية,109.495
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,إقتصاد وتصرف,104.715
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,العلوم التقنية,133.91
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,علوم الإعلامية,91.7101
2,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,الإجازة في الوساطة والتنشيط,رياضة,133.42
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,آداب,89.5235
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,رياضيات,114.4098
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,علوم تجريبية,105.791
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,إقتصاد وتصرف,85.6269
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,العلوم التقنية,87.683
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,علوم الإعلامية,71.9832
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,الإجازة في الفنون التشكيلية,رياضة,113.5217
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,آداب,115.72
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,رياضيات,94.66
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,علوم تجريبية,136.245
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,إقتصاد وتصرف,107.2782
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,العلوم التقنية,104.603
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,علوم الإعلامية,109.0223
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,الإجازة في تصميم الفضاء,رياضة,175.1911
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,آداب,113.9283
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,علوم تجريبية,116.1325
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,إقتصاد وتصرف,92.3838
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,العلوم التقنية,81.4734
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,علوم الإعلامية,103.0571
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,الاجازة في تصميم المنتوج,رياضة,172.7676
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,آداب,115.2016
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,علوم تجريبية,118.5615
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,إقتصاد وتصرف,88.7298
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,العلوم التقنية,73.195
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,علوم الإعلامية,88.2945
2,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,الاجازة في تصميم الصورة,رياضة,142.5936
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,آداب,83.6598
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,رياضيات,130.5989
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,علوم تجريبية,106.765
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,إقتصاد وتصرف,74.4368
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,العلوم التقنية,80.2072
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,علوم الإعلامية,99.4318
3,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,الإجازة في الموسيقى و العلوم الموسيقية,رياضة,102.405
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,آداب,98.52
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,علوم تجريبية,101.16
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,إقتصاد وتصرف,74.6782
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,العلوم التقنية,82.7352
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,علوم الإعلامية,81.7415
3,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,10200,الإجازة في المسرح و فنون العرض,رياضة,109.145
3,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,10522,مرحلة تحضيرية علمية,رياضيات,120.61
3,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,10522,مرحلة تحضيرية علمية,علوم تجريبية,121.88
3,جامعة تونس,المعهد التحضيري للدراسات الهندسية بتونس,10522,مرحلة تحضيرية علمية,علوم الإعلامية,154.115
3,جامعة تونس,المعهد العالي للتصرف بتونس,10311,الإجازة في إعلامية التـصـرف,رياضيات,111.0019
3,جامعة تونس,المعهد العالي للتصرف بتونس,10311,الإجازة في إعلامية التـصـرف,علوم تجريبية,159.4514
3,جامعة تونس,المعهد العالي للتصرف بتونس,10311,الإجازة في إعلامية التـصـرف,إقتصاد وتصرف,166.955
3,جامعة تونس,المعهد العالي للتصرف بتونس,10311,الإجازة في إعلامية التـصـرف,العلوم التقنية,176.3788
3,جامعة تونس,المعهد العالي للتصرف بتونس,10311,الإجازة في إعلامية التـصـرف,علوم الإعلامية,156.9316
3,جامعة تونس,المعهد العالي للتصرف بتونس,10312,الاجازة في العلوم الاقتصادية,رياضيات,126.8111
3,جامعة تونس,المعهد العالي للتصرف بتونس,10312,الاجازة في العلوم الاقتصادية,علوم تجريبية,167.01
3,جامعة تونس,المعهد العالي للتصرف بتونس,10312,الاجازة في العلوم الاقتصادية,إقتصاد وتصرف,143.7652
3,جامعة تونس,المعهد العالي للتصرف بتونس,10318,الإجازة في علوم التصرف,رياضيات,104.2822
3,جامعة تونس,المعهد العالي للتصرف بتونس,10318,الإجازة في علوم التصرف,علوم تجريبية,154.375
3,جامعة تونس,المعهد العالي للتصرف بتونس,10318,الإجازة في علوم التصرف,إقتصاد وتصرف,164.6249
3,جامعة تونس,المعهد العالي للتصرف بتونس,10318,الإجازة في علوم التصرف,العلوم التقنية,165.875
3,جامعة تونس,المعهد العالي للتصرف بتونس,10318,الإجازة في علوم التصرف,علوم الإعلامية,148.4465
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11311,الإجازة في إعلامية التـصـرف,رياضيات,111.605
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11311,الإجازة في إعلامية التـصـرف,علوم تجريبية,139.2659
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11311,الإجازة في إعلامية التـصـرف,إقتصاد وتصرف,151.8277
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11311,الإجازة في إعلامية التـصـرف,العلوم التقنية,153.285
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11311,الإجازة في إعلامية التـصـرف,علوم الإعلامية,146.9538
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11312,الاجازة في العلوم الاقتصادية,رياضيات,93.5094
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11312,الاجازة في العلوم الاقتصادية,علوم تجريبية,124.96
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11312,الاجازة في العلوم الاقتصادية,إقتصاد وتصرف,120.3395
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11318,الإجازة في علوم التصرف,رياضيات,105.0366
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11318,الإجازة في علوم التصرف,علوم تجريبية,142.6792
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11318,الإجازة في علوم التصرف,إقتصاد وتصرف,148.6979
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11318,الإجازة في علوم التصرف,العلوم التقنية,166.9307
4,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,11318,الإجازة في علوم التصرف,علوم الإعلامية,143.2677
4,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,آداب,76.3899
4,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,علوم تجريبية,85.7249
4,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,إقتصاد وتصرف,77.1329
4,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,علوم الإعلامية,88.5711
4,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,رياضة,104.7368
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,آداب,113.565
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,علوم تجريبية,132.59
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,إقتصاد وتصرف,114.1525
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,العلوم التقنية,116.4933
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,علوم الإعلامية,96.345
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10190,المرحلة التحضيرية للغات والآداب:عربية,رياضة,95.5125
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,آداب,115.3425
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,رياضيات,131.575
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,علوم تجريبية,129.0925
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,إقتصاد وتصرف,130.255
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,العلوم التقنية,125.8875
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,علوم الإعلامية,98.11
4,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10191,المرحلة التحضيرية للغات والآداب:فرنسية,رياضة,150.6325
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,آداب,144.54
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,رياضيات,128.7575
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,علوم تجريبية,128.14
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,إقتصاد وتصرف,110.1393
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,العلوم التقنية,118.0075
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,علوم الإعلامية,117.9975
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10192,المرحلة التحضيرية للغات والآداب:انقليزية,رياضة,140.5875
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10193,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,آداب,94.4577
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10193,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,علوم تجريبية,97.6601
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10193,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,إقتصاد وتصرف,137.335
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10193,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,علوم الإعلامية,91.965
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10193,المرحلة التحضيرية للعلوم الإنسانية:تاريخ,رياضة,128.0925
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10194,المرحلة التحضيرية للعلوم الإنسانية:جغرافيا,آداب,92.3425
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10194,المرحلة التحضيرية للعلوم الإنسانية:جغرافيا,علوم تجريبية,109.4309
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10194,المرحلة التحضيرية للعلوم الإنسانية:جغرافيا,إقتصاد وتصرف,136.455
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10195,المرحلة التحضيرية للعلوم الإنسانية:فلسفة,آداب,91.78
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10195,المرحلة التحضيرية للعلوم الإنسانية:فلسفة,علوم تجريبية,114.635
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10195,المرحلة التحضيرية للعلوم الإنسانية:فلسفة,إقتصاد وتصرف,96.7217
5,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,10195,المرحلة التحضيرية للعلوم الإنسانية:فلسفة,العلوم التقنية,109.3125
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,آداب,128.955
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,رياضيات,130.975
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,علوم تجريبية,151.415
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,إقتصاد وتصرف,156.875
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,العلوم التقنية,150.71
5,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,24477,الإجازة في التربية والتعليم,علوم الإعلامية,151.35
5,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,11518,مرحلة تحضيرية مندمجة,رياضيات,184.24
5,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,11518,مرحلة تحضيرية مندمجة,علوم تجريبية,175.9433
5,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,11518,مرحلة تحضيرية مندمجة,العلوم التقنية,181.25
5,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,11518,مرحلة تحضيرية مندمجة,علوم الإعلامية,190.9433
6,جامعة تونس,المعهد العالي للأعمال بتونس,10377,البكالوريوس في إدارة الأعمال,رياضيات,155.03
6,جامعة تونس,المعهد العالي للأعمال بتونس,10377,البكالوريوس في إدارة الأعمال,علوم تجريبية,163.105
6,جامعة تونس,المعهد العالي للأعمال بتونس,10377,البكالوريوس في إدارة الأعمال,إقتصاد وتصرف,162.025
6,جامعة تونس,المعهد العالي للأعمال بتونس,10377,البكالوريوس في إدارة الأعمال,العلوم التقنية,162.61
6,جامعة تونس,المعهد العالي للأعمال بتونس,10377,البكالوريوس في إدارة الأعمال,علوم الإعلامية,162.325
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10104,الإجازة في الإسبانية,آداب,85.2635
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10104,الإجازة في الإسبانية,علوم تجريبية,126.795
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10104,الإجازة في الإسبانية,إقتصاد وتصرف,103.8435
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10104,الإجازة في الإسبانية,علوم الإعلامية,96.357
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10105,الإجازة في الإيطالية,آداب,93.7267
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10105,الإجازة في الإيطالية,علوم تجريبية,121.485
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10105,الإجازة في الإيطالية,إقتصاد وتصرف,104.7012
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10105,الإجازة في الإيطالية,العلوم التقنية,103.2319
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10105,الإجازة في الإيطالية,علوم الإعلامية,123.8525
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,آداب,88.6886
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,رياضيات,105.6484
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,علوم تجريبية,142.3849
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,إقتصاد وتصرف,85.1317
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,العلوم التقنية,103.1692
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10106,الإجازة في الألمانية,علوم الإعلامية,124.0826
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10158,الإجازة في الجيوماتيك والبيئة والتهيئة,علوم تجريبية,77.4917
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10158,الإجازة في الجيوماتيك والبيئة والتهيئة,العلوم التقنية,76.4053
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10158,الإجازة في الجيوماتيك والبيئة والتهيئة,علوم الإعلامية,101.965
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,آداب,138.2083
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,رياضيات,127.31
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,علوم تجريبية,120.055
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,إقتصاد وتصرف,93.1552
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,العلوم التقنية,109.3265
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,10160,الاجازة في الجيوبوليتيك و العلاقات الدولية,علوم الإعلامية,126.7
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,11101,الإجازة في العربية,آداب,97.0651
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,11101,الإجازة في العربية,علوم تجريبية,114.705
6,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,11101,الإجازة في العربية,إقتصاد وتصرف,81.325
